,session_id,track_id,skip_1,skip_2,skip_3,not_skipped,context_switch,hist_user_behavior_reason_start,hist_user_behavior_reason_end,hist_user_behavior_is_shuffle,skip_score,liking,rating
8923,0_0e7d7d69-8f92-4070-892d-1018c0a9cc55,t_2de5eaff-fb48-4114-a929-a38b5ee08f8d,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
8945,0_013f3347-9b3e-4ff8-a0b4-180f696c5671,t_42d15744-c948-489e-a92b-9e664c170b57,0,-0.5,0.2,0,0,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
8950,0_017cca88-7b34-49d1-9550-7238600e64dd,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
8959,0_01da6714-630d-4488-849d-335d7e231de7,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
8965,0_0245d43f-d144-4fe6-9e00-e41f588e974c,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
8974,0_02a57b36-09c7-483e-ac19-67836fc9816f,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
8976,0_02b3fccb-bc2a-4af8-af8c-78066beaa410,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
8977,0_02c3302e-275a-475f-83e3-2134364ac3a4,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
8982,0_0308e316-36d8-4015-b753-a4f701ca0fdf,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.2,0,0,0.3,0.3,1,0.2,1.6,1.8
9001,0_04d86a90-f0ba-4925-ad02-a875889d3b4d,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
9017,0_06102b20-74c5-40a6-acc9-146b325528f6,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9020,0_063fa466-e441-4c1d-a202-da67cb488b8e,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,1,0.2,0.3,1,-1.3,1.5,0.19999999999999996
9033,0_0749163c-02d2-4352-ac12-68079db763f3,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9035,0_074f270e-b39e-475b-896e-6919123c6e6f,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.9,0.3,0,-1.3,1.2,-0.10000000000000009
9036,0_0760eeb5-8147-45e0-80ca-ca4c3ad3c9d1,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9042,0_07ce21ab-08cc-4d73-8c12-db34529d7930,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9044,0_08070307-488b-4846-be79-cec81b2c3a87,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9047,0_082f1d73-7f34-4719-adc1-9c14a433f01f,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9055,0_089c7414-5a70-49b6-97b6-e1bccf2d6088,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9059,0_0908676e-8290-4c4e-b5b6-7d82208f2cf5,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
9075,0_0a09c7a1-94da-457a-8048-f39f79f08f8d,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9081,0_0a690c0d-d12c-48a4-bf1e-9685a5914880,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
9084,0_0ac99701-aa9e-4f09-9273-f993c1f20309,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9085,0_0ad5fd98-5b06-429a-a8f7-cc71f1be0267,t_42d15744-c948-489e-a92b-9e664c170b57,0,-0.5,0.2,0,0,0.3,0.3,0,-0.3,0.6,0.3
9094,0_0b3e8575-7f8f-404c-bf1a-a0c5b136416c,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
9110,0_0bfec0b5-9c12-4e62-8716-072bd96538a8,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9128,0_0d21b09c-a4a8-429e-9fa1-941350a82e25,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9131,0_0d26053f-522c-4d5c-827a-8c2a6244c96b,t_42d15744-c948-489e-a92b-9e664c170b57,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
9144,0_0dd398e8-0225-4018-97f2-2f33377675ef,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
9145,0_0dd5b921-69fb-4a62-8929-31faefbb90bb,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
9151,0_0e6b05c8-f20c-4708-ae85-3233d2b03f4a,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9153,0_0e9a9faf-db7e-43ff-a165-41277ab9311c,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9154,0_0ea6f2b9-7c2b-4040-94f5-87bb75cd384f,t_42d15744-c948-489e-a92b-9e664c170b57,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9167,0_00718602-84a0-454c-a698-59a6928dc621,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9168,0_00812183-78b5-4e80-a3f6-a8e13f5870b7,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9175,0_00de8897-db47-4b47-95e5-600a13f5ce39,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9182,0_00fc7ca2-5ae6-4f78-9b64-047c1a601c25,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9184,0_01145c0c-2fe6-4544-b1dc-065fad4a2470,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9192,0_015d6237-5af9-44bc-8635-38d61e7d838c,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
9195,0_01b6f4e5-7978-4daa-8116-72f7e16791d1,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9202,0_0230ebe3-e2a6-49ac-b620-7924fad93b83,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,1,0.2,0.4,1,-1.3,1.6,0.30000000000000004
9204,0_0239f735-c77f-4568-a05e-5f10302c3438,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9207,0_0277377f-11a7-4550-919d-be026abf18de,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,0,0.3,0.4,0,0.2,0.7,0.8999999999999999
9210,0_02a5ff88-858d-4bf8-932f-d7a20f733237,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9212,0_02cfa8a3-bcba-4649-b0a6-5f7395f2d200,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,1,0.2,1.0,1,1.0,2.2,3.2
9215,0_03374069-a129-4c64-a624-944d06a51570,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9221,0_03c14729-7d0a-425f-9fcc-86f689abb49d,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9226,0_0409273a-36bf-439f-9fa8-3145a18319fd,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9235,0_04803047-7721-4275-a824-739d7f50aee1,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,0,0.9,0.0,0,0.2,0.9,1.1
9244,0_04ddbada-dafe-45d8-acab-b43fd02e5323,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9246,0_04e0479c-2d9e-4721-9c17-88bef9cf1a50,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9253,0_05546435-c286-4a35-b76c-3cbdab5938ed,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,0,1.0,0.4,0,0.2,1.4,1.5999999999999999
9257,0_05a12494-9db1-499e-a453-8d3ea260b8e2,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
9269,0_06caa69e-0e74-4a17-8860-ea4f7f6cb114,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9270,0_06d02a97-e5cc-4463-9561-0aa421a46039,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9278,0_07502dae-0885-44a7-93fd-14ac304d5457,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9288,0_08422d86-c43e-448e-8170-6decd56d20bb,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
9296,0_0905e5c6-6ae2-402d-9669-121969cfbb85,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,1,0.2,0.4,1,0.2,1.6,1.8
9297,0_090ef40e-13d1-4765-a95e-c6dce45f7ebb,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9312,0_0a1b23c5-59c1-433b-9b1c-5831a809223a,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9314,0_0a3c46ba-5f33-4689-902f-6468aff6c64c,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
9317,0_0a86bb35-9313-486f-bfdf-09329f846ea9,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9324,0_0afa3f9b-a8a0-4068-8e71-d742cdeb9b01,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9328,0_0b49176f-479b-45df-ac5e-22f21fa36986,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9332,0_0b89313b-fec2-45a9-ba24-2d8d1c67eaf2,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
9333,0_0b93fa76-7a84-45da-9561-7e668c2f224b,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9341,0_0c04ae66-e4c9-4eca-a363-70a55a76cd0d,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9342,0_0c10c7e9-dcd0-4c84-aec3-889bfc3c9a3d,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9347,0_0c8feb20-4942-441e-a4cb-ead3ff91b178,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9350,0_0ca022c5-5ef2-49a7-aeb0-6537d9e3f4fb,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9361,0_0d8996d9-594a-42e2-8948-32c1d5b55764,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,0.9,1.0,0,1.0,1.9,2.9
9367,0_0ded44ee-a66a-4347-872d-05b27a76525f,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9368,0_0e2dc05f-2ab4-4b8a-b6cc-db59a62e9cfc,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,-0.5,0.2,0,0,1.0,0.4,0,-0.3,1.4,1.0999999999999999
9371,0_0e7e2b67-d365-40a0-95a0-3458ba490055,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,0,0.0,0.2,0,0,0.3,0.4,0,0.2,0.7,0.8999999999999999
9376,0_002ab260-d249-46fa-83f4-3d1c3cdb8616,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9378,0_003c2b60-1527-48c0-8a89-928cfb08fc66,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9385,0_0135efee-7f89-4a9c-aa80-8194ab996802,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9386,0_01929f67-0fb8-4471-8d8e-aa7b9a3df221,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
9392,0_03161a00-deb6-4010-914b-073e80e12034,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
9394,0_03808a99-9097-4b22-b149-934fd73d6baf,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9398,0_04314e42-4232-4ad3-a0f9-19a3705ef7ee,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.2,0,0,1.0,0.0,0,0.2,1.0,1.2
9399,0_0474ec49-d22c-45d8-8124-60432ed612c0,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9405,0_053a56ed-6dcf-4b8b-af84-47b3a67b5ed6,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9407,0_0575c4d5-2856-4a3d-8e27-8ddbc7a45bfb,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.2,0,0,0.2,1.0,0,0.2,1.2,1.4
9409,0_05dd7cbb-3fde-4daa-b461-223ca5dc9d75,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,0,0,0.3,0.3,0,0.0,0.6,0.6
9413,0_06d85303-65b4-4ced-895b-c16ee62ee91c,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9414,0_0709c922-a910-4df7-938e-9c4260be9bca,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9415,0_070dcd24-86de-494f-acfa-541e70d5d01a,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9416,0_071309fc-f690-4fc7-9224-449346a55fe3,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9424,0_088dee38-9d58-429b-9243-bb55011a2dd9,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.2,0,0,0.3,0.3,0,0.2,0.6,0.8
9426,0_093567b2-f176-4168-a75d-1ebe47886ff2,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.9,0.3,0,-1.3,1.2,-0.10000000000000009
9437,0_0ad0a91e-e91f-4bd2-9784-e9bc4a46f49a,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,0,0,0.3,0.3,0,0.0,0.6,0.6
9444,0_0b9d57d5-b804-4b01-8822-9c6f335287ae,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9445,0_0bc6f8c6-f464-4b69-8e86-2de528fdc2c2,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,0.2,1.0,0,1.0,1.2,2.2
9451,0_0cef84fc-8ce9-42c1-beba-ba8806f1512c,t_22e40bd8-c321-43c4-9108-9693926a5c7d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9456,0_0d4410f2-d798-4016-b904-ea8d4ff515b2,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
9462,0_0e712939-b32e-49f3-9920-cd9000bc50c2,t_22e40bd8-c321-43c4-9108-9693926a5c7d,0,0.0,0.2,0,0,1.0,0.3,1,0.2,2.3,2.5
9473,0_00453dfe-1eff-4cdc-9c34-bc99ec61a008,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9483,0_0091f518-3e35-43ff-8637-f3fc344c41f1,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.9,0.9,1,-1.3,2.8,1.4999999999999998
9491,0_00c1d460-c8c6-43d6-8f03-233c2888d72e,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9496,0_00dd9e69-1535-49ff-ad7c-c55b5c6c1d9e,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9498,0_00e9449f-e9c7-4f73-9ea6-31f5475676e9,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9508,0_0151f6fa-39a2-475c-bf98-52190b83d61b,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,1,0.2,1.0,0,1.0,1.2,2.2
9511,0_0174b360-6975-4789-a6ef-308c565baa81,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9522,0_01d800af-4c7c-4e99-bb21-3c98b52e9f60,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9532,0_02244cb4-21d6-430c-9abb-68e6d3dff78d,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9535,0_024813b9-e20a-41dc-87c4-0f66600372e8,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,1.0,0.3,1,0.2,2.3,2.5
9544,0_02759259-f848-44bc-b6fd-0ec50019a2df,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
9556,0_02d54ad1-b100-409e-9168-3c0f2895d5d3,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.9,1,-1.3,2.2,0.9000000000000001
9565,0_0317f455-5c04-4509-a2c7-a6fa7b567b80,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.2,0.4,1,-1.3,1.6,0.30000000000000004
9585,0_03a73fd8-0b24-4666-8808-e9bb0b06d9e6,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9597,0_04004619-9251-4f8d-a7e0-a8d1b3102d02,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
9621,0_04939cd7-0aa6-4220-8ec7-609beb51d9ee,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
9634,0_04d3b8ca-0b15-49e6-b7f3-38588ef7bd44,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.2,0.4,0,-1.3,0.6000000000000001,-0.7
9635,0_04d4a6e1-073c-44f5-b77d-95af6af1f3a4,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9647,0_0523f767-31b1-41cb-b551-77afc35b8022,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9653,0_053f301d-f2e1-4e83-b118-03a48bb30660,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9664,0_058680ed-4e0b-4069-ae14-6a3ce8efc31c,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,0.3,0.3,1,0.2,1.6,1.8
9666,0_05a4378f-e1fb-4f26-b4fc-bddb6bd44193,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,-0.5,0.2,0,0,1.0,0.3,1,-0.3,2.3,1.9999999999999998
9667,0_05a473b7-b56f-41b7-8490-c52c8cffdb81,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9689,0_05fa1327-4da7-400c-9a43-c19cd840cc0b,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
9690,0_060645ce-b55f-4bdc-8831-63c220a9f57a,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9691,0_0608dc13-8fb6-4775-a831-f18f1aed218c,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9696,0_06238a33-f12c-4916-9aa1-cdde4b017cff,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.9,1,-1.3,2.2,0.9000000000000001
9699,0_06254358-adff-4a83-ba0e-7b7eef1114d8,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9703,0_0636a0f0-7ca6-4fff-a9dc-fd436f695260,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,0.9,1.0,0,1.0,1.9,2.9
9704,0_063a869e-4573-47f6-9404-67eb81921b1c,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9707,0_06493f15-90be-4239-9352-849210f8ff3a,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,-0.5,0.2,0,0,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
9709,0_065a8116-f677-4f2c-a5ea-54aa067f9634,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9711,0_06692a86-855d-4bf6-a2a2-3242d772d67a,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
9713,0_06797aef-9b94-434a-b75b-8414f429f55a,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9720,0_06b13698-3507-4761-bbb7-e9fb88b6ded6,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,1.0,0.4,0,0.2,1.4,1.5999999999999999
9744,0_07698fd2-1c42-4bf1-b835-4adf7bc51e93,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.4,0,-1.3,0.7,-0.6000000000000001
9745,0_076c4fc3-9880-41da-ac93-77f3e9100b6f,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
9760,0_07c878dc-069a-43d1-9dae-b7c28ec31255,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,0.3,0.3,1,0.2,1.6,1.8
9763,0_07e88f24-8259-4963-bc05-39bb3eb7a571,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
9764,0_07ea7c77-30c5-4527-b027-86f3a19d239f,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,0,0.0,0.2,0,0,1.0,0.4,0,0.2,1.4,1.5999999999999999
